job_title_short,job_title,job_location,job_via,job_schedule_type,job_work_from_home,search_location,job_posted_date,job_no_degree_mention,job_health_insurance,job_country,salary_rate,salary_year_avg,salary_hour_avg,company_name,job_skills,job_type_skills
Conseillers Commerciaux en Réception d'appel,Conseillers Commerciaux en Réception d'appel,"Tunis, Tunis, Tunisia",Keejob,Full-time,FALSE,Tunisia,2026-05-15,TRUE,FALSE,Tunisia,,,,OUTSOURCIA,['r'],{'programming': ['r']}
Coach Qualité et Formation,Coach Qualité et Formation (H/F),"Ariana, Ariana, Tunisia",Keejob,Full-time,FALSE,Tunisia,2026-05-15,TRUE,FALSE,Tunisia,,,,OUTSOURCIA,,
Chargé Administration des Ventes,Chargé(e) Administration des Ventes,"Megrine, Ben Arous, Tunisia",Keejob,Full-time,FALSE,Tunisia,2026-05-15,TRUE,FALSE,Tunisia,,,,STRAM GROUP,,
Chargé des Moyens Généraux,Chargé des Moyens Généraux,"Megrine, Ben Arous, Tunisia",Keejob,Full-time,FALSE,Tunisia,2026-05-15,TRUE,FALSE,Tunisia,,,,STRAM GROUP,,
Mécanicien Engin -Kairouan,Mécanicien Engin -Kairouan,"Sbikha, Kairouan, Tunisia",Keejob,Full-time,FALSE,Tunisia,2026-05-15,TRUE,FALSE,Tunisia,year,15000,,,,
Automaticien,Automaticien,"Sidi El Heni, Sousse, Tunisia",Keejob,Full-time,FALSE,Tunisia,2026-05-15,TRUE,FALSE,Tunisia,,,,SNA,,
"Kundenberatung, Prämie+Vorteile","Kundenberatung, Prämie+Vorteile","Ariana, Ariana, Tunisia",Keejob,Full-time,FALSE,Tunisia,2026-05-15,TRUE,FALSE,Tunisia,,,,OUTSOURCIA,,
Chef d'équipe production,Chef d'équipe production,"Ben Arous, Tunisia",Keejob,Full-time,FALSE,Tunisia,2026-05-15,TRUE,FALSE,Tunisia,,,,ORIENT TEA,['chef'],{'devops': ['chef']}
Technicien de maintenance industrielle,Technicien de maintenance industrielle,"Ben Arous, Tunisia",Keejob,Full-time,FALSE,Tunisia,2026-05-15,TRUE,FALSE,Tunisia,,,,ORIENT TEA,,
Operatori call center di lingua Italiana,Operatori call center di lingua Italiana,"Ariana, Ariana, Tunisia",Keejob,Full-time,FALSE,Tunisia,2026-05-15,TRUE,FALSE,Tunisia,,,,OUTSOURCIA,,
Directeur des Points de Vente,Directeur des Points de Vente,"Sidi Thabet, Ariana, Tunisia",Keejob,Full-time,FALSE,Tunisia,2026-05-15,TRUE,FALSE,Tunisia,year,48000,,LOOK UP,,
Technico-Commercial B2B,Technico-Commercial(e) B2B,"Cite El Khadra, Tunis, Tunisia",Keejob,Full-time,FALSE,Tunisia,2026-05-15,TRUE,FALSE,Tunisia,year,18000,,CES,,
Téléconseillers pédagogiques,Téléconseillers pédagogiques,"Ariana, Tunisia",Keejob,Full-time,FALSE,Tunisia,2026-05-15,TRUE,FALSE,Tunisia,,,,ALMAVIVA,,
Technicien HSE,Technicien HSE,"Dar Chaabane Elfehri, Nabeul, Tunisia",Keejob,Full-time,FALSE,Tunisia,2026-05-15,TRUE,FALSE,Tunisia,year,12000,,GROUPE JUDY,,
Administrateur Systèmes et Réseaux,Administrateur Systèmes et Réseaux,"Ben Arous, Tunisia",Keejob,Full-time,FALSE,Tunisia,2026-05-15,TRUE,FALSE,Tunisia,,,,,['r'],{'programming': ['r']}
Gestionnaire de Portefeuille,Gestionnaire de Portefeuille,"Ben Arous, Tunisia",Keejob,Full-time,FALSE,Tunisia,2026-05-15,TRUE,FALSE,Tunisia,,,,EL AMEL MICROFINANCE,,
Resp. Contrôle de Gestion & Audit Groupe,Resp. Contrôle de Gestion & Audit Groupe,"Ben Arous, Tunisia",Keejob,Full-time,FALSE,Tunisia,2026-05-15,TRUE,FALSE,Tunisia,,,,PARTNER RECRUITMENT,,
DAF GROUPE,DAF GROUPE,"Ben Arous, Tunisia",Keejob,Full-time,FALSE,Tunisia,2026-05-15,TRUE,FALSE,Tunisia,year,60000,,PARTNER RECRUITMENT,,
Responsable Qualité – Kairouan,Responsable Qualité – Kairouan,"Sbikha, Kairouan, Tunisia",Keejob,Full-time,FALSE,Tunisia,2026-05-15,TRUE,FALSE,Tunisia,,,,PARTNER RECRUITMENT,,
Directeur Administratif et Financier Groupe,Directeur Administratif et Financier Groupe,"Tunis, Tunisia",Keejob,Full-time,FALSE,Tunisia,2026-05-15,TRUE,FALSE,Tunisia,year,54000,,PARTNER RECRUITMENT,,
Assistante médicale,Assistante médicale,"Ariana Ville, Ariana, Tunisia",Keejob,Full-time,FALSE,Tunisia,2026-05-15,TRUE,FALSE,Tunisia,year,12000,,,,
Technico-commercial,Technico-commercial,"Megrine, Ben Arous, Tunisia",Keejob,Full-time,FALSE,Tunisia,2026-05-15,TRUE,FALSE,Tunisia,year,13800,,,,
Conseiller Clientèle Bilingue,Conseiller Clientèle Bilingue (Fr /En),"El Kram, Tunis, Tunisia",Keejob,Full-time,FALSE,Tunisia,2026-05-15,TRUE,FALSE,Tunisia,,,,TRANSCOM,,
un Responsable SI & Sécurité,un(e) Responsable SI & Sécurité (RSI / RSSI),"La Marsa, Tunis, Tunisia",Keejob,Full-time,FALSE,Tunisia,2026-05-15,TRUE,FALSE,Tunisia,year,42000,,COMETE TN.AI,,
Assistant en éducation,Assistant en éducation,"Tunis, Tunisia",Keejob,Contractor,FALSE,Tunisia,2026-05-15,TRUE,FALSE,Tunisia,year,9606,,GROUPE SCOLAIRE RENE DESCARTES,,
