job_title_short,job_title,job_location,job_via,job_schedule_type,job_work_from_home,search_location,job_posted_date,job_no_degree_mention,job_health_insurance,job_country,salary_rate,salary_year_avg,salary_hour_avg,company_name,job_skills,job_type_skills
Grafikdesigner,Grafikdesigner (m/w/d),Düsseldorf,Arbeitnow,Full-time,TRUE,Düsseldorf,2026-05-15 13:30:55,TRUE,FALSE,,,,,Rügamer & Steiner Consulting GmbH,"['figma', 'r']","{'tools': ['figma'], 'programming': ['r']}"
Maritime Systems Engineer | Bremen,Maritime Systems Engineer (Logistics) (w/m/d) | Bremen,Bremen,Arbeitnow,Internship,FALSE,Bremen,2026-05-15 13:30:55,TRUE,FALSE,,,,,passport Business Engineering GmbH,['r'],{'programming': ['r']}
Praktikant:in - Inhouse Consulting & Business,Praktikant:in (m/w/d) - Inhouse Consulting & Business Development im Smart Energy Startup,Cologne,Arbeitnow,Full-time,FALSE,Cologne,2026-05-15 13:30:54,TRUE,FALSE,,,,,GreenPocket GmbH,['r'],{'programming': ['r']}
Logistic Systems Engineer Maritimer Bereich -,Logistic Systems Engineer (w/m/d) Maritimer Bereich - Bremen,Bremen,Arbeitnow,Internship,FALSE,Bremen,2026-05-15 13:30:54,TRUE,FALSE,,,,,passport Business Engineering GmbH,['r'],{'programming': ['r']}
Industrial Maintenance & Sales - Hamburg,Head of Industrial Maintenance & Sales (w/m/d) - Hamburg,Hamburg,Arbeitnow,Internship,FALSE,Hamburg,2026-05-15 13:30:53,TRUE,FALSE,,,,,passport Business Engineering GmbH,['r'],{'programming': ['r']}
IT-Professional,IT-Professional (m/w/d),Augsburg,Arbeitnow,Full-time,FALSE,Augsburg,2026-05-15 13:30:53,TRUE,FALSE,,year,998296,,hubside - Die Recruitingwerkstatt,"['linux', 'powershell', 'r']","{'tools': ['linux'], 'programming': ['powershell', 'r']}"
Personalsachbearbeiter / Entgeltabrechner in,"Personalsachbearbeiter / Entgeltabrechner (w/m/d) in spannendem, attraktivem Unternehmen!",Winnenden,Arbeitnow,Internship,FALSE,Winnenden,2026-05-15 13:30:53,TRUE,FALSE,,,,,Fischer & Partner Gesellschaft für Personal mbH,['r'],{'programming': ['r']}
SAP Entwickler/Developer bundesweit,"Senior SAP Entwickler/Developer (m/w/d) bundesweit (Hamburg, Bielefeld, Berlin, etc.)",Hamburg,Arbeitnow,Full-time,FALSE,Hamburg,2026-05-15 13:30:53,TRUE,FALSE,,,,,passport Business Engineering GmbH,"['r', 'sap']","{'programming': ['r'], 'tools': ['sap']}"
Praktikant:in Marketing & Eventmanagement im,Praktikant:in (m/w/d) Marketing & Eventmanagement im Smart Energy Startup,Cologne,Arbeitnow,Full-time,FALSE,Cologne,2026-05-15 13:30:52,TRUE,FALSE,,,,,GreenPocket GmbH,['r'],{'programming': ['r']}
Trainee Developer / Programmierer für KI-Agenten,Trainee Developer / Programmierer für KI-Agenten (m/w/d),Koblenz,Arbeitnow,Full-time,FALSE,Koblenz,2026-05-15 13:20:57,TRUE,FALSE,,,,,DCF Verlag GmbH,['r'],{'programming': ['r']}
Sales Manager m/w/d,Senior Sales Manager m/w/d,Darmstadt,Arbeitnow,Full-time,FALSE,Darmstadt,2026-05-15 13:20:57,TRUE,TRUE,,,,,hairfree,['r'],{'programming': ['r']}
Praktikant:in Produktmanagement im Kölner Startup,Praktikant:in (m/w/d) Produktmanagement im Kölner Startup,Cologne,Arbeitnow,Full-time,FALSE,Cologne,2026-05-15 13:00:43,TRUE,FALSE,,,,,GreenPocket GmbH,['r'],{'programming': ['r']}
SAP SD Consultant/Berater_Deutschlandweit:,"Senior SAP SD Consultant/Berater (m/w)_Deutschlandweit: Hamburg, Bielefeld, München, Karlsruhe, Ratingen, Bad Nauheim",Hamburg,Arbeitnow,Full-time,FALSE,Hamburg,2026-05-15 13:00:43,TRUE,FALSE,,,,,passport Business Engineering GmbH,"['r', 'sap']","{'programming': ['r'], 'tools': ['sap']}"
Praktikant:in Finance & Controlling im Kölner,Praktikant:in (m/w/d) Finance & Controlling im Kölner Startup,Cologne,Arbeitnow,Full-time,FALSE,Cologne,2026-05-15 13:00:42,TRUE,FALSE,,,,,GreenPocket GmbH,['r'],{'programming': ['r']}
SAP FI/CO Consultant/Berater_Deutschlandweit:,"Senior SAP FI/CO Consultant/Berater (m/w)_Deutschlandweit: Hamburg, Bielefeld, München, Karlsruhe, Ratingen, Außenzell, Frankfurt",Hamburg,Arbeitnow,Full-time,FALSE,Hamburg,2026-05-15 13:00:42,TRUE,FALSE,,,,,passport Business Engineering GmbH,"['r', 'sap']","{'programming': ['r'], 'tools': ['sap']}"
SAP Entwickler_Hamburg,Senior SAP Entwickler (m/w/d)_Hamburg,Hamburg,Arbeitnow,Full-time,FALSE,Hamburg,2026-05-15 13:00:42,TRUE,FALSE,,,,,passport Business Engineering GmbH,"['r', 'rest', 'sap']","{'programming': ['r'], 'tools': ['rest', 'sap']}"
"SAP Projektleiter_Hamburg, Bielefeld, München,","SAP Projektleiter (m/w/d)_Hamburg, Bielefeld, München, Ratingen, Berlin (deutschlandweit)",Hamburg,Arbeitnow,Full-time,FALSE,Hamburg,2026-05-15 13:00:42,TRUE,FALSE,,,,,passport Business Engineering GmbH,"['r', 'sap']","{'programming': ['r'], 'tools': ['sap']}"
React Developer:in im Kölner Startup,React Developer:in (m/w/d) im Kölner Startup,Cologne,Arbeitnow,Full-time,FALSE,Cologne,2026-05-15 13:00:42,TRUE,TRUE,,,,,GreenPocket GmbH,"['confluence', 'docker', 'git', 'gitlab ci', 'helm', 'java', 'javascript', 'jira', 'jupyter', 'kafka', 'kotlin', 'kubernetes', 'mariadb', 'microservices', 'numpy', 'pandas', 'postgresql', 'python', 'r', 'react', 'rest', 'spring', 'typescript']","{'tools': ['confluence', 'git', 'jira', 'kafka', 'microservices', 'rest'], 'devops': ['docker', 'gitlab ci', 'helm', 'kubernetes'], 'programming': ['java', 'javascript', 'kotlin', 'python', 'r', 'typescript'], 'data_science': ['jupyter', 'numpy', 'pandas'], 'databases': ['mariadb', 'postgresql'], 'frameworks': ['react', 'spring']}"
Technischer Projektleiter Bereich,Technischer Projektleiter (w/m/d) Bereich Luftfahrtkommunikation München,Munich,Arbeitnow,Full-time,TRUE,Munich,2026-05-15 13:00:42,TRUE,FALSE,,,,,passport Business Engineering GmbH,['r'],{'programming': ['r']}
Praktikant:in - HR & Recruiting im Smart Energy,Praktikant:in (m/w/d) - HR & Recruiting im Smart Energy Startup,Cologne,Arbeitnow,Full-time,FALSE,Cologne,2026-05-15 13:00:41,TRUE,FALSE,,,,,GreenPocket GmbH,['r'],{'programming': ['r']}
"Projektleiter Flugzeugsysteme, München","Projektleiter (w/m/d) Flugzeugsysteme, München",Munich,Arbeitnow,Full-time,TRUE,Munich,2026-05-15 13:00:41,TRUE,FALSE,,,,,passport Business Engineering GmbH,['r'],{'programming': ['r']}
Data Analyst Remote,Data Analyst (m/w/d) Remote (Firmensitz: Rostock und Bremen),Rostock,Arbeitnow,Full-time,TRUE,Rostock,2026-05-15 13:00:41,TRUE,FALSE,,,,,passport Business Engineering GmbH,"['power bi', 'r', 'snowflake', 'sql']","{'data_science': ['power bi'], 'programming': ['r'], 'tools': ['snowflake'], 'databases': ['sql']}"
Software Engineer Remote,Software Engineer (m/w/d) Remote (Firmensitz: Rostock und Bremen),Rostock,Arbeitnow,Full-time,TRUE,Rostock,2026-05-15 13:00:40,TRUE,FALSE,,,,,passport Business Engineering GmbH,"['api', 'azure', 'c#', 'ci/cd', 'docker', 'git', 'graphql', 'python', 'r', 'rest', 'sql', 'terraform']","{'tools': ['api', 'git', 'graphql', 'rest'], 'cloud': ['azure'], 'programming': ['c#', 'python', 'r'], 'devops': ['ci/cd', 'docker', 'terraform'], 'databases': ['sql']}"
Werkstudent:in/Praktikant:in Projektmanagement im,Werkstudent:in/Praktikant:in (m/w/d) Projektmanagement im Smart Energy Startup,Cologne,Arbeitnow,Full-time,FALSE,Cologne,2026-05-15 13:00:40,TRUE,FALSE,,,,,GreenPocket GmbH,"['confluence', 'jira', 'r']","{'tools': ['confluence', 'jira'], 'programming': ['r']}"
Art Director,Art Director (m/w/d),Mainz,Arbeitnow,Internship,FALSE,Mainz,2026-05-15 13:00:38,TRUE,FALSE,,,,,Intervideo Filmproduktion GmbH,['r'],{'programming': ['r']}
Accounting Manager o. Finance Manager mit SAP &,Accounting Manager o. Finance Manager (w/m/d) mit SAP & Englisch: vor Ort oder remote,Hamburg,Arbeitnow,Internship,TRUE,Hamburg,2026-05-15 13:00:38,TRUE,FALSE,,,,,Fischer & Partner Gesellschaft für Personal mbH,"['r', 'sap']","{'programming': ['r'], 'tools': ['sap']}"
SAP Enterprise Architect,SAP Enterprise Architect,Mannheim,Arbeitnow,Internship,FALSE,Mannheim,2026-05-15 12:30:37,TRUE,FALSE,,year,140000,,Pertemps ERP,"['azure', 'sap']","{'cloud': ['azure'], 'tools': ['sap']}"
FAIT,FAIT / Steuerfachangestellte:r / DATEV (m/w/d) - Saas - remote,Hamburg,Arbeitnow,Full-time,TRUE,Hamburg,2026-05-15 12:30:36,TRUE,FALSE,,,,,pathway solutions gmbh,['r'],{'programming': ['r']}
Kundenbetreuung in der Finanzbuchhaltung -,Kundenbetreuung in der Finanzbuchhaltung - FinTech - Scale-Up - 100% von Zuhause,Hamburg,Arbeitnow,Full-time,TRUE,Hamburg,2026-05-15 12:30:36,TRUE,FALSE,,,,,pathway solutions gmbh,['r'],{'programming': ['r']}
SAP Inhouse Consultant EWM,SAP Inhouse Consultant EWM (m/w/d),Bremen,Arbeitnow,Internship,TRUE,Bremen,2026-05-15 12:30:36,TRUE,FALSE,,,,,Pertemps ERP,"['r', 'sap']","{'programming': ['r'], 'tools': ['sap']}"
Trainee Consulting,Trainee (m/w/d) Consulting,Cologne,Arbeitnow,Full-time,FALSE,Cologne,2026-05-15 12:30:36,TRUE,FALSE,,,,,MLP Wirtschaftsberatung,['r'],{'programming': ['r']}
Sap Finance Control Consultant,Sap Finance Control Consultant,Frankfurt am Main,Arbeitnow,Full-time,TRUE,Frankfurt am Main,2026-05-15 12:30:35,TRUE,FALSE,United States,,,,Pertemps ERP,"['r', 'sap']","{'programming': ['r'], 'tools': ['sap']}"
SAP Inhouse Consultant SD,SAP Inhouse Consultant SD (m/w/d),Bremen,Arbeitnow,Internship,TRUE,Bremen,2026-05-15 12:30:35,TRUE,FALSE,,,,,Pertemps ERP,"['r', 'sap']","{'programming': ['r'], 'tools': ['sap']}"
SAP SD Consultant,SAP Senior SD Consultant (m/w/d),Frankfurt am Main,Arbeitnow,Full-time,TRUE,Frankfurt am Main,2026-05-15 12:30:34,TRUE,FALSE,United States,,,,Pertemps ERP,"['r', 'sap']","{'programming': ['r'], 'tools': ['sap']}"
Sales Manager Deutschland,Sales Manager Deutschland,Berlin,Arbeitnow,Internship,TRUE,Berlin,2026-05-15 12:01:35,TRUE,TRUE,,,,,Agena Bidco Germany GmbH,"['go', 'r']","{'programming': ['go', 'r']}"
Atlassian Consultant,Senior Atlassian Consultant (m/w/d),Munich,Arbeitnow,Internship,TRUE,Munich,2026-05-15 12:01:35,TRUE,FALSE,,,,,XALT Business Consulting GmbH,"['agile', 'confluence', 'jira', 'linux', 'r']","{'tools': ['agile', 'confluence', 'jira', 'linux'], 'programming': ['r']}"
Hardware Generalist,Hardware Generalist (m/w/d),Munich,Arbeitnow,Full-time,FALSE,Munich,2026-05-15 12:01:35,TRUE,FALSE,,,,,Pixel Robotics,['r'],{'programming': ['r']}
Werkstudent:in Digitale Operations & KI,Werkstudent:in Digitale Operations & KI,Pulheim,Arbeitnow,Full-time,TRUE,Pulheim,2026-05-15 11:30:32,TRUE,FALSE,,,,,Heizfix GmbH,['r'],{'programming': ['r']}
Social Media & Community Manager,Social Media & Community Manager (all genders),Berlin,Arbeitnow,Full-time,TRUE,Berlin,2026-05-15 11:30:32,TRUE,FALSE,,,,,mammaly,['r'],{'programming': ['r']}
Finance Business Partner - Leitung Finanzplanung,Finance Business Partner - Leitung Finanzplanung und -analyse (m/w/d) I Raum Frankfurt am Main,Frankfurt am Main,Arbeitnow,Internship,FALSE,Frankfurt am Main,2026-05-15 11:30:31,TRUE,FALSE,United States,,,,Hoffmann.Recruiting & More,"['r', 'sap']","{'programming': ['r'], 'tools': ['sap']}"
Windows IT Systemadministration in Koblenz,Windows IT Systemadministration (m/w/d) in Koblenz versucht,Koblenz,Arbeitnow,Full-time,FALSE,Koblenz,2026-05-15 11:30:31,TRUE,FALSE,,,,,Intercon Solutions GmbH,['r'],{'programming': ['r']}
Contact Center Platform Administrator,Contact Center Platform Administrator (Genesys Cloud CX) (m/w/d),Leipzig,Arbeitnow,Full-time,FALSE,Leipzig,2026-05-15 11:30:31,TRUE,FALSE,,,,,O.group GmbH,"['api', 'r', 'rest']","{'tools': ['api', 'rest'], 'programming': ['r']}"
Praktikant/in im Sales Team,Praktikant/in im Sales Team (m/w/d),Munich,Arbeitnow,Internship,FALSE,Munich,2026-05-15 15:59:02,FALSE,FALSE,,,,,MSC Cruises GmbH,['r'],{'programming': ['r']}
Software Developer,Senior Software Developer (gn),Berlin,Arbeitnow,Full-time,TRUE,Berlin,2026-05-15 11:30:30,TRUE,TRUE,,year,60000,,Bikeleasing-Service GmbH & Co. KG,"['aws', 'kotlin', 'nestjs', 'php', 'python', 'react', 'spring', 'terraform', 'typescript', 'vue']","{'cloud': ['aws'], 'programming': ['kotlin', 'php', 'python', 'typescript'], 'frameworks': ['nestjs', 'react', 'spring', 'vue'], 'devops': ['terraform']}"
Software Developer,Senior Software Developer (gn),Berlin,Arbeitnow,Full-time,TRUE,Berlin,2026-05-15 11:30:29,TRUE,TRUE,,,,,Bikeleasing-Service GmbH & Co. KG,"['aws', 'kotlin', 'nestjs', 'php', 'python', 'r', 'react', 'spring', 'terraform', 'typescript', 'vue']","{'cloud': ['aws'], 'programming': ['kotlin', 'php', 'python', 'r', 'typescript'], 'frameworks': ['nestjs', 'react', 'spring', 'vue'], 'devops': ['terraform']}"
Projektassistenz,Projektassistenz / Junior Projektmanager im Bereich Grafik & Kreation - Teilzeit (m|w|d),Georgsmarienhütte,Arbeitnow,Internship,FALSE,Georgsmarienhütte,2026-05-15 11:00:32,TRUE,FALSE,,,,,Wiethe Content GmbH,['r'],{'programming': ['r']}
Projektleiter Offshore-Konverterplattform,Projektleiter Offshore-Konverterplattform (m/w/d),Hanover,Arbeitnow,Internship,FALSE,Hanover,2026-05-15 11:00:32,TRUE,FALSE,,,,,ATLAS TITAN Ost GmbH,['r'],{'programming': ['r']}
Ingenieur Automatisierungs- und Leittechnik,Ingenieur Automatisierungs- und Leittechnik Offshore (m/w/d),Hanover,Arbeitnow,Internship,FALSE,Hanover,2026-05-15 11:00:32,TRUE,FALSE,,,,,ATLAS TITAN Ost GmbH,"['r', 'sap']","{'programming': ['r'], 'tools': ['sap']}"
Bereichsleitung Finanzen und Controlling,Bereichsleitung (m/w/d) Finanzen und Controlling,Bad Endorf,Arbeitnow,Full-time,FALSE,Bad Endorf,2026-05-15 11:00:32,TRUE,FALSE,,,,,Gesundheitswelt Chiemgau AG,['r'],{'programming': ['r']}
Artist Manager / Influencer Manager,Artist Manager / Influencer Manager (m/w/d),Mülheim,Arbeitnow,Internship,FALSE,Mülheim,2026-05-15 11:00:31,TRUE,FALSE,,,,,Lionflence,['r'],{'programming': ['r']}
Trainee Artist Manager / Influencer Manager,Trainee Artist Manager / Influencer Manager (m/w/d),Mülheim,Arbeitnow,Internship,FALSE,Mülheim,2026-05-15 11:00:31,TRUE,FALSE,,,,,Lionflence,['r'],{'programming': ['r']}
Trainee Artist Manager / Influencer Manager,Trainee Artist Manager / Influencer Manager (m/w/d),Berlin,Arbeitnow,Internship,FALSE,Berlin,2026-05-15 11:00:31,TRUE,FALSE,,,,,Lionflence,['r'],{'programming': ['r']}
Artist Manager / Influencer Manager BERLIN,Artist Manager / Influencer Manager (m/w/d) BERLIN,Berlin,Arbeitnow,Internship,FALSE,Berlin,2026-05-15 11:00:31,TRUE,FALSE,,,,,Lionflence,['r'],{'programming': ['r']}
Artist Manager / Influencer Manager,Junior Artist Manager / Influencer Manager (m/w/d),Berlin,Arbeitnow,Internship,FALSE,Berlin,2026-05-15 11:00:31,TRUE,FALSE,,,,,Lionflence,['r'],{'programming': ['r']}
Artist Manager / Influencer Manager,Junior Artist Manager / Influencer Manager (m/w/d),Mülheim,Arbeitnow,Internship,FALSE,Mülheim,2026-05-15 11:00:30,TRUE,FALSE,,,,,Lionflence,['r'],{'programming': ['r']}
Sales & Business Development Manager,Sales & Business Development Manager (m/w/d),Unterföhring,Arbeitnow,Internship,FALSE,Unterföhring,2026-05-15 15:29:02,TRUE,FALSE,,,,,LSP Innovative Automotive Systems GmbH,['r'],{'programming': ['r']}
Enterprise Architekt TOGAF,Senior Enterprise Architekt (m/w/d) TOGAF (Ref.Nr.: 46758),Munich,Arbeitnow,Contractor,TRUE,Munich,2026-05-15 11:00:30,TRUE,FALSE,,,,,Wavestone Germany AG,['r'],{'programming': ['r']}
Produktmanager - Schwerpunkt Bremssysteme,Produktmanager (m/w/d) - Schwerpunkt Bremssysteme Motorsport,Unterföhring,Arbeitnow,Internship,FALSE,Unterföhring,2026-05-15 15:29:02,TRUE,TRUE,,,,,LSP Innovative Automotive Systems GmbH,['r'],{'programming': ['r']}
IT-Systemadministrator - Infrastruktur & Service,IT-Systemadministrator (m/w/d) - Infrastruktur & Service,Nagold,Arbeitnow,Internship,TRUE,Nagold,2026-05-15 10:30:52,TRUE,FALSE,,,,,Georg Köbele GmbH & Co. KG,['r'],{'programming': ['r']}
Sachbearbeiter für Onlineshop & Stammdatenpflege,Sachbearbeiter (m/w/d) für Onlineshop & Stammdatenpflege - Bürobedarf,Nagold,Arbeitnow,Internship,FALSE,Nagold,2026-05-15 10:30:51,TRUE,FALSE,,,,,Georg Köbele GmbH & Co. KG,['r'],{'programming': ['r']}
Teamleiter Entwicklung,Teamleiter Entwicklung (M/W/D),Unterföhring,Arbeitnow,Internship,FALSE,Unterföhring,2026-05-15 14:59:03,TRUE,FALSE,,,,,LSP Innovative Automotive Systems GmbH,['r'],{'programming': ['r']}
Data Architekt,Data Architekt (m/w/d) (Ref.Nr.: 46757),Munich,Arbeitnow,Contractor,TRUE,Munich,2026-05-15 10:30:51,FALSE,FALSE,,,,,Wavestone Germany AG,"['airflow', 'apache', 'azure', 'dbt', 'kafka', 'power bi', 'r', 'snowflake', 'tableau']","{'data_science': ['airflow', 'dbt', 'power bi', 'tableau'], 'devops': ['apache'], 'cloud': ['azure'], 'tools': ['kafka', 'snowflake'], 'programming': ['r']}"
Mediengestalter:in / Grafikdesigner:in -,Mediengestalter:in / Grafikdesigner:in (M/W/D) - Werkstudent / Teilzeit,Schüttorf,Arbeitnow,Full-time,TRUE,Schüttorf,2026-05-15 10:00:35,TRUE,FALSE,,,,,JBS Technik GmbH // SCHORR Maschinen,['r'],{'programming': ['r']}
Tech Content Manager / Online-Redakteur |,Tech Content Manager / Online-Redakteur (m/w/d) | Berlin-Mitte | Festanstellung,Berlin,Arbeitnow,Internship,FALSE,Berlin,2026-05-15 10:00:34,FALSE,FALSE,,,,,TenMedia GmbH,"['r', 'scrum']","{'programming': ['r'], 'tools': ['scrum']}"
Werkstudent*in HR | Scaling Phase,Werkstudent*in HR | Scaling Phase,Berlin,Arbeitnow,Full-time,FALSE,Berlin,2026-05-15 10:00:33,TRUE,FALSE,,,,,Matera GmbH,['r'],{'programming': ['r']}
Teamleitung Buchhaltung | Start Up,Teamleitung Buchhaltung | Start Up,Berlin,Arbeitnow,Full-time,FALSE,Berlin,2026-05-15 10:00:33,TRUE,FALSE,,,,,Matera GmbH,['r'],{'programming': ['r']}
Customer Onboarding Manager | Scaling Phase,Customer Onboarding Manager (m/w/d) | Scaling Phase,Berlin,Arbeitnow,Internship,FALSE,Berlin,2026-05-15 10:00:32,TRUE,FALSE,,,,,Matera GmbH,['r'],{'programming': ['r']}
PR Manager,Junior PR Manager (m/w/d) – Remote oder Berlin,Berlin,Arbeitnow,Internship,TRUE,Berlin,2026-05-15 10:00:32,TRUE,FALSE,,,,,getpress,['r'],{'programming': ['r']}
Systemadministrator,Systemadministrator (m|w|d),Frankfurt am Main,Arbeitnow,Full-time,TRUE,Frankfurt am Main,2026-05-15 10:00:32,TRUE,FALSE,United States,,,,LeySelect GmbH,"['linux', 'r', 'sap']","{'tools': ['linux', 'sap'], 'programming': ['r']}"
Praktikant – KI-Assistenten,Praktikant (w/m/d) – KI-Assistenten,Düsseldorf,Arbeitnow,Internship,FALSE,Düsseldorf,2026-05-15 10:00:32,TRUE,FALSE,,,,,Kloepfel Group,"['r', 'slack']","{'programming': ['r'], 'tools': ['slack']}"
Mitarbeiter Messtechnik & Qualitätssicherung,Mitarbeiter Messtechnik & Qualitätssicherung (w/m/d) E-Mobilität in Dresden,Dresden,Arbeitnow,Internship,FALSE,Dresden,2026-05-15 09:30:31,TRUE,FALSE,,,,,Additive Drives GmbH,['r'],{'programming': ['r']}
Werkstudent:in Social Media & LinkedIn,Werkstudent:in Social Media & LinkedIn (m/w/d),Essen,Arbeitnow,Full-time,FALSE,Essen,2026-05-15 09:30:31,TRUE,TRUE,,,,,Exaris Solutions,"['express', 'r']","{'frameworks': ['express'], 'programming': ['r']}"
Team People & Culture,Team Lead People & Culture (w/m/d),Bremen,Arbeitnow,Full-time,TRUE,Bremen,2026-05-15 09:30:31,TRUE,FALSE,,,,,Start To Finish Consulting GmbH,"['r', 'scrum', 'slack']","{'programming': ['r'], 'tools': ['scrum', 'slack']}"
"Consultant IT - Governance, Risk & Compliance","Consultant IT - Governance, Risk & Compliance Technology",Friedberg,Arbeitnow,Internship,TRUE,Friedberg,2026-05-15 09:30:31,TRUE,TRUE,,,,,DIGITAL IMPACTS GmbH,"['go', 'r']","{'programming': ['go', 'r']}"
"Werkstudent im Bereich Wirtschaft, Marketing oder","Werkstudent im Bereich Wirtschaft, Marketing oder IT-Management (m/w/d)",Hannover,Arbeitnow,Internship,FALSE,Hannover,2026-05-15 09:20:15,TRUE,FALSE,,,,,Adstronauts GmbH,"['r', 'slack']","{'programming': ['r'], 'tools': ['slack']}"
Analyst Controlling / Plant Controlling,Senior Analyst Controlling / Plant Controlling (m/w/d),Hamburg,Arbeitnow,Internship,FALSE,Hamburg,2026-05-15 09:00:32,TRUE,FALSE,,,,,Franke + Pahl GmbH,"['r', 'sap']","{'programming': ['r'], 'tools': ['sap']}"
Key Account Manager für Paid Social Agency,Key Account Manager (m/w/d) für Paid Social Agency,Hamburg,Arbeitnow,Full-time,TRUE,Hamburg,2026-05-15 09:00:31,TRUE,FALSE,,,,,Start To Finish Consulting GmbH,['r'],{'programming': ['r']}
Performance Marketing Manager in Teilzeit,Junior Performance Marketing Manager in Teilzeit (m/w/d),Cologne,Arbeitnow,Full-time,FALSE,Cologne,2026-05-15 09:00:29,TRUE,FALSE,,,,,Hey Marly GmbH,['r'],{'programming': ['r']}
Team Paid Social in Performance Agentur,Team Lead Paid Social (m/w/d) in Performance Agentur,Hamburg,Arbeitnow,Full-time,TRUE,Hamburg,2026-05-15 09:00:29,TRUE,FALSE,,,,,Start To Finish Consulting GmbH,['r'],{'programming': ['r']}
Customer Success Specialist,Customer Success Specialist - 100% Remote/Vollzeit,Berlin,Arbeitnow,Full-time,TRUE,Berlin,2026-05-15 08:30:33,TRUE,TRUE,,,,,Erschaffe dich neu,"['r', 'slack']","{'programming': ['r'], 'tools': ['slack']}"
Coach,Coach - 100% Remote/Vollzeit,Berlin,Arbeitnow,Full-time,TRUE,Berlin,2026-05-15 08:30:33,TRUE,TRUE,,,,,Erschaffe dich neu,"['r', 'slack']","{'programming': ['r'], 'tools': ['slack']}"
Mitarbeiter IT Support,Mitarbeiter (m/w/d) IT Support,Cologne,Arbeitnow,Internship,FALSE,Cologne,2026-05-15 08:00:35,TRUE,FALSE,,year,27001,,SUXXEED Sales for your Success GmbH,['r'],{'programming': ['r']}
Ausbildung Fachinformatiker für Systemintegration,Ausbildung Fachinformatiker für Systemintegration (m/w/d),Karlsruhe,Arbeitnow,Internship,FALSE,Karlsruhe,2026-05-15 07:20:37,TRUE,FALSE,,,,,flexlog GmbH,"['c#', 'python', 'r', 'scrum']","{'programming': ['c#', 'python', 'r'], 'tools': ['scrum']}"
Expert Automation Engineer,Expert Automation Engineer (m/w/d),Solingen,Arbeitnow,Internship,FALSE,Solingen,2026-05-15 07:20:11,TRUE,TRUE,,,,,WÜSTHOF GmbH,['r'],{'programming': ['r']}
Performance,Senior Performance- & Influencer-Marketing-Manager (m/w/d) - Remote/ Hybrid,Munich,Arbeitnow,Internship,TRUE,Munich,2026-05-15 07:20:11,TRUE,FALSE,,,,,Elegance-Hair GmbH,"['r', 'slack']","{'programming': ['r'], 'tools': ['slack']}"
Frontend Softwareentwickler,Frontend Softwareentwickler (m/w/d),Braunschweig,Arbeitnow,Internship,TRUE,Braunschweig,2026-05-15 07:00:49,TRUE,FALSE,,,,,TecFox GmbH,"['angular', 'api', 'r', 'rest', 'typescript']","{'frameworks': ['angular'], 'tools': ['api', 'rest'], 'programming': ['r', 'typescript']}"
Fullstack Softwareentwickler,Fullstack Softwareentwickler (m/w/d),Braunschweig,Arbeitnow,Internship,TRUE,Braunschweig,2026-05-15 07:00:49,TRUE,FALSE,,,,,TecFox GmbH,"['angular', 'apache', 'aws', 'azure', 'ci/cd', 'docker', 'google cloud', 'java', 'kafka', 'kubernetes', 'microservices', 'r', 'rabbitmq', 'rest', 'spring']","{'frameworks': ['angular', 'spring'], 'devops': ['apache', 'ci/cd', 'docker', 'kubernetes'], 'cloud': ['aws', 'azure', 'google cloud'], 'programming': ['java', 'r'], 'tools': ['kafka', 'microservices', 'rabbitmq', 'rest']}"
IT-Administrator in der Workplace-Verwaltung,IT-Administrator (m/w/d) in der Workplace-Verwaltung,Ehingen,Arbeitnow,Full-time,TRUE,Ehingen,2026-05-15 07:00:48,TRUE,FALSE,,,,,prettyTELCO GmbH,"['azure', 'r']","{'cloud': ['azure'], 'programming': ['r']}"
Service Manager Mobilfunk B2B Key-Account,(Senior)Service Manager Mobilfunk B2B Key-Account Energiewirtschaft,Cologne,Arbeitnow,Internship,FALSE,Cologne,2026-05-15 07:00:48,TRUE,FALSE,,,,,prettyTELCO GmbH,['r'],{'programming': ['r']}
Technical Account Manager B2B M2M-Mobilfunk,Technical Account Manager B2B M2M-Mobilfunk (m/w/d),Cologne,Arbeitnow,Full-time,FALSE,Cologne,2026-05-15 07:00:48,TRUE,FALSE,,,,,prettyTELCO GmbH,"['api', 'r']","{'tools': ['api'], 'programming': ['r']}"
Technical Account Manager B2B MCPTT / Mobilfunk,Technical Account Manager B2B MCPTT / Mobilfunk (m/w/d),Cologne,Arbeitnow,Full-time,FALSE,Cologne,2026-05-15 07:00:48,TRUE,FALSE,,,,,prettyTELCO GmbH,['r'],{'programming': ['r']}
Praktikum im Rahmen einer Umschulung,Praktikum im Rahmen einer Umschulung (Marketing oder E-Commerce) (m/w/d),Stuttgart,Arbeitnow,Internship,FALSE,Stuttgart,2026-05-15 06:30:42,TRUE,FALSE,,year,669189,,eFLY Marketplace Services GmbH,['r'],{'programming': ['r']}
Grafikdesigner,Grafikdesigner (m/w/d),Stuttgart,Arbeitnow,Internship,FALSE,Stuttgart,2026-05-15 06:30:42,TRUE,FALSE,,year,669189,,eFLY Marketplace Services GmbH,['r'],{'programming': ['r']}
Pflichtpraktikum Online Marketing Manager,Pflichtpraktikum Online Marketing Manager (m/w/d),Stuttgart,Arbeitnow,Internship,FALSE,Stuttgart,2026-05-15 06:30:42,TRUE,FALSE,,year,669189,,eFLY Marketplace Services GmbH,['r'],{'programming': ['r']}
